sample_id,sample,pangolin_lineage,nextclade_clade,vadr_p/f,fastqc_raw_reads_1,fastqc_raw_reads_2,fastp_reads_passed,depth_after_trimming,1X_coverage_after_trimming,num_pos_100X,insert_size_after_trimming,ivar_num_variants_identified,bcftools_variants_identified,bedtools_num_failed_amplicons,samtools_num_failed_amplicons,num_N,num_degenerage,num_non-ambiguous,num_total,cleaner_version,aligner_version,trimmer_version,ivar_version,vadr_model,vadr_alerts,nextclade_qc.overallScore,nextclade_qc.overallStatus,pangolin_conflict,pangolin_ambiguity_score,pangolin_scorpio_call,pangolin_scorpio_support,pangolin_scorpio_conflict,pangolin_scorpio_notes,pangolin_version,pangolin_pangolin_version,pangolin_scorpio_version,pangolin_constellation_version,pangolin_is_designated,pangolin_qc_status,pangolin_qc_notes,pangolin_note,freyja_summarized,freyja_lineages,freyja_abundances,freyja_resid,freyja_coverage
V350082740_L01_51-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Omicron'  0.9526471941771141)  ('Lambda'  0.0026808540641338986)],BA.4.1 C.37 BA.4.1.1 BA.4.1.3 B.1.1.529,0.94868599 0.00268085 0.00150174 0.00124798 0.00121149,17.689898655507662,99.9398053706986
V350082740_L02_08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Other'  0.9203705634575782)],N.4 D.2 B.1.478 B.1.13 B.1.177.17 B.1.1.165 B.1.274 B.1.177.72 B.1.177.6 B.1.1.339 B.1.1.185 B.1.1.320 B.1.1.204 B.1.1.187 B.1.483,0.87604421 0.01214586 0.01094000 0.00513659 0.00204207 0.00196850 0.00189394 0.00172794 0.00136101 0.00134977 0.00133245 0.00113270 0.00111888 0.00109230 0.00108434,12.299152831319967,99.89298732568639
V350082740_L01_08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Other'  0.9146039980201495)],N.4 D.2 B.1.478 B.1.13 B.1.1.185 B.1.274 B.1.1.359 B.1.1.123 B.1.1.344 B.1.1.217,0.86246545 0.02429753 0.01144940 0.00751174 0.00251088 0.00175020 0.00124301 0.00117493 0.00114512 0.00105574,12.400520712352094,99.89298732568639
V350082740_L03_50-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('BA.2* [Omicron (BA.2.X)]'  0.452702326146805)  ('Other'  0.3076087320522228)  ('Lambda'  0.09199624978083448)  ('Omicron'  0.017681242018915126)  ('BA.5* [Omicron (BA.5.X)]'  0.0011383000000720995)],miscBA2BA1PostSpike BA.2.56 BA.2.23 BA.2 C.37 N.6 BA.3 BA.2.57 BA.2.11 BA.2.9.1 XZ BA.2.9.5 BA.2.52 B.1.177.17 BA.2.27 BA.2.59 B.1.177.72 BA.2.44 B.1.70 BA.2.8 BA.2.43 BA.2.2.1 BA.2.68 BA.2.71 BA.2.21 B.1.177.77 BA.2.31 BA.2.29 BA.2.25.1 BA.2.33 BA.2.46 proposed771 B.1.524 B.1.97 B.1.1.207 BA.2.34 B.1.1.109 AA.8 BG.3 N.7 B.1.1.361 BA.2.66 B.1.1.437 BA.2.62 B.1.177.75 B.1.187 BA.2.3.7 XY BA.2.22 BA.2.24 BA.2.40 BA.5.1_no27438 B.1.177.43 BA.2.28 BA.2.63 B.1.603 B.1.177.25 BA.5.6.1 BA.2.18 BA.2.79 B.1.77 V.2 B.1.1.217 BA.2.10 AM.3 BA.2.5 B.1.1.519 BA.2.53 BA.2.12.2 AP.1 BA.2.41 BA.2.37 B.1.1.224 BA.2.42 BA.2.7 BA.2.60,0.23226682 0.14023209 0.13370200 0.11510323 0.09199625 0.03854860 0.01217633 0.00390117 0.00343511 0.00306339 0.00294560 0.00271293 0.00270693 0.00260212 0.00242191 0.00237942 0.00236016 0.00206115 0.00190567 0.00189830 0.00187348 0.00184608 0.00180384 0.00179884 0.00179321 0.00178230 0.00176619 0.00172580 0.00170836 0.00160750 0.00159378 0.00148048 0.00147636 0.00143113 0.00142044 0.00141489 0.00136469 0.00135450 0.00134012 0.00132798 0.00130676 0.00129018 0.00127488 0.00126277 0.00126247 0.00126087 0.00125250 0.00121919 0.00120470 0.00119607 0.00118022 0.00117463 0.00117228 0.00116862 0.00116347 0.00116111 0.00115840 0.00113830 0.00111441 0.00111058 0.00109405 0.00107696 0.00107035 0.00106178 0.00105826 0.00105559 0.00104660 0.00104518 0.00103931 0.00103646 0.00103535 0.00103308 0.00102283 0.00102278 0.00102264 0.00100407,18.391964238490207,100.0
V350082740_L01_69-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Omicron'  0.9633388481469206)],XAE B.1.1.529,0.96081883 0.00252002,19.562538129395776,99.9966558539277
V350082740_L02_31-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Lambda'  0.9721619193326738)],C.37,0.97216192,12.952441333169658,99.89298732568639
V350082740_L04_50-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('BA.2* [Omicron (BA.2.X)]'  0.4734014242777789)  ('Other'  0.2800502079206145)  ('Lambda'  0.09582751778285964)  ('Omicron'  0.017212074578023467)  ('BA.5* [Omicron (BA.5.X)]'  0.001117780000460206)  ('A'  0.0010371103473598826)],miscBA2BA1PostSpike BA.2.56 BA.2 BA.2.23 C.37 N.6 BA.3 XZ BA.2.52 B.1.1.529 B.1.187 BA.2.11 B.1.70 BA.2.9.1 BA.2.31 BA.2.63 B.1.177.72 B.1.177.17 BA.2.29 BA.2.59 BA.2.2.1 BA.2.46 BA.2.9.5 BA.2.34 BA.2.13.1 BA.2.27 BA.2.71 BA.2.8 BA.2.62 B.1.177.43 BA.2.68 B.1.177.77 proposed771 BA.2.21 B.1.97 W.2 B.1.1.109 BA.2.24 BA.2.43 BA.2.72 BA.2.53 BA.2.55 BA.2.66 BA.2.25.1 C.26 BA.2.33 BG.1 B.1.177.75 BA.2.60 BA.2.16 BA.2.7 BA.2.80 BG.3 BA.5.6.1 B.1.1.338 B.1.629 BA.2.28 B.1.77 BA.2.5 BA.2.3.7 BA.2.50 BA.2.48 BA.2.19 A.3 C.2.1 B.1.1.396 B.1.637.1 B.1.524 BA.2.18,0.21277852 0.16594666 0.12755063 0.12128542 0.09582752 0.03883960 0.00824445 0.00360036 0.00310347 0.00302192 0.00258718 0.00253964 0.00252355 0.00250696 0.00244145 0.00242353 0.00240522 0.00234240 0.00229530 0.00197757 0.00186110 0.00183605 0.00183555 0.00180905 0.00179960 0.00168013 0.00167112 0.00166384 0.00150266 0.00149056 0.00148911 0.00146996 0.00146721 0.00146377 0.00145300 0.00142597 0.00142386 0.00141469 0.00139104 0.00136562 0.00134918 0.00133235 0.00132789 0.00124319 0.00124098 0.00123201 0.00122225 0.00120142 0.00118100 0.00116279 0.00114889 0.00112676 0.00112310 0.00111778 0.00110589 0.00110349 0.00110221 0.00110192 0.00107914 0.00107892 0.00107698 0.00105529 0.00104660 0.00103711 0.00102755 0.00102524 0.00102383 0.00101285 0.00100427,18.235441430006695,99.9966558539277
V350082740_L02_78-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('BA.2* [Omicron (BA.2.X)]'  0.9514061672755276)  ('Omicron'  0.0025053300154707545)],BA.2.20 BA.2.23 XQ BA.2.29 BA.2.9.1 BA.2.59 BA.2.28 BA.2.61,0.74710203 0.19740735 0.00250533 0.00198714 0.00174199 0.00113020 0.00103672 0.00100073,16.369158255516748,99.87626659532488
V350082740_L04_08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Other'  0.9181924902595673)],N.4 D.2 B.1.478 B.1.13 B.1.1.185 B.1.177.17 B.1.177.72 B.1.1.165 B.1.1.136 B.1.1.58 B.1.274 B.1.1.408 C.2,0.85800878 0.02755619 0.01335060 0.00535019 0.00243491 0.00214041 0.00211907 0.00144342 0.00130222 0.00120977 0.00117667 0.00108530 0.00101497,12.291187229602174,99.89298732568639
V350082740_L03_08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Other'  0.9153281631445841)],N.4 B.1.478 B.1.13 B.1.1.185 B.1.274 B.1.1.98 B.1.1.111 B.1.273 B.1.1.187 B.1.1.165 B.1.1.109 B.1.1.86 B.1.177.75 B.1.1.408,0.88060713 0.01226270 0.00649803 0.00228571 0.00176678 0.00155280 0.00142898 0.00140068 0.00138351 0.00136091 0.00131666 0.00121322 0.00120699 0.00104406,12.388606916768957,99.89633147175869
V350082740_L03_55-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('BA.2* [Omicron (BA.2.X)]'  0.9369571972045335)  ('Omicron'  0.0010334999811964056)],BA.2.56 BA.2 BA.2.23 BA.2.68 BA.2.31 BA.2.9.1 BA.2.61 BA.2.71 BA.2.9.5 BA.2.57 BA.2.11 BA.2.59 BA.2.52 BA.2.29 BA.2.21 BA.2.5 BA.2.2.1 BA.2.10.1 BA.2.27 BA.2.34 BA.2.53 BA.2.13.1 BA.2.16 BA.2.72 BA.2.25 BA.2.8 BA.2.44 XAA BA.2.63 BA.2.43 BA.2.32,0.40695562 0.26828553 0.20891841 0.00982299 0.00330715 0.00290868 0.00254649 0.00237544 0.00231563 0.00229489 0.00213857 0.00179853 0.00175580 0.00173499 0.00149468 0.00141716 0.00141110 0.00141005 0.00139792 0.00138552 0.00135272 0.00131559 0.00120919 0.00115016 0.00107841 0.00107717 0.00105140 0.00103350 0.00103019 0.00101702 0.00100020,19.477512953312825,100.0
V350082740_L02_64-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Omicron'  0.9568240131623083)  ('Other'  0.003163490001082749)  ('Gamma'  0.0014506800015256422)],BA.1.1.16 BA.1.1.15 B.1.1.529 BA.1 BA.1.20 BA.1.1.14 BA.1.3 BA.1.10 BA.1.16.2 BC.1 BA.1.17.1 BA.1.1.18 BA.1.5 BA.1.15.1 BA.1.8 BA.1.14.2 BA.1.1.5 BA.1.1.10 BA.1.12 P.1.7.1 BA.1.1.6 BA.1.1.3 BA.1.17.2 BA.1.1.11 BA.1.1.7 BA.1.14.1 BA.1.21.1 BA.1.1.17 proposed441 BA.1.1.4 BA.1.7 N.10 B.1.629 BA.1.16.1,0.34826633 0.32660461 0.12177691 0.07888606 0.03924096 0.00365337 0.00331006 0.00244738 0.00211534 0.00204302 0.00197128 0.00186306 0.00175834 0.00171380 0.00161031 0.00158098 0.00156495 0.00152793 0.00150546 0.00145068 0.00142851 0.00141324 0.00134305 0.00131133 0.00125549 0.00117763 0.00115232 0.00114792 0.00108790 0.00107696 0.00104593 0.00104061 0.00103498 0.00103148,17.637698888059592,99.89633147175869
V350082740_L03_78-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('BA.2* [Omicron (BA.2.X)]'  0.9495025393410111)  ('Omicron'  0.004880671091522421)],BA.2.20 BA.2.23 XQ B.1.1.529 BA.2.9.1 BA.2.29 BA.2.2.1 BA.2.66 BA.2.60,0.74830207 0.19393800 0.00264884 0.00223183 0.00195367 0.00167434 0.00137378 0.00121479 0.00104589,16.27220923849154,99.9966558539277
V350082740_L01_21-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Other'  0.8410858160950491)],B.1.1 D.2 B.1.1.132 B.1.177.10 B.1.143 B.1.1.359 B.1.177.72 B.1.1.12 B.1.1.58 B.1.478 B.1.1.197 B.1.1.187 B.1.1.166 B.1.1.160 B.1.177.17 B.1.1.92 B.1.1.43 B.1.1.37 B.1.1.185 B.1.201 B.1.8 B.1.1.51 B.1.1.213 B.1.1.178 C.13 B.1.177.2 B.1.1.172 B.1.1.83 B.1.1.95 C.27 B.1.1.165 B.1.199 B.1.187 B.1.1.5 B.1.1.380 B.1.1.297 B.1.1.98 B.1.1.203 B.1.1.169 B.1.1.270 B.1.1.3 B.1.1.368 B.1.70 B.1.1.217 B.1.1.408 B.1.195 B.1.1.463 B.1.1.315 B.1.76 B.1.177.77 B.1.1.249 B.1.1.416 B.1.1.320 B.1.1.339 B.1.1.123 B.1.1.155 B.1.1.4 B.1.1.111 B.1.1.344 B.1.532 B.1.1.487 B.1.1.109,0.39959846 0.11901740 0.10803219 0.06320231 0.04357070 0.00631565 0.00523332 0.00448270 0.00416527 0.00372291 0.00369914 0.00348569 0.00294422 0.00289359 0.00234290 0.00233142 0.00219606 0.00219170 0.00218242 0.00215882 0.00215378 0.00195740 0.00190350 0.00187212 0.00187207 0.00176649 0.00174346 0.00161059 0.00158611 0.00156085 0.00155763 0.00154570 0.00152135 0.00151606 0.00147874 0.00147211 0.00141983 0.00141737 0.00136409 0.00131593 0.00129160 0.00128977 0.00122175 0.00119764 0.00118652 0.00115075 0.00114698 0.00112885 0.00112028 0.00111039 0.00109589 0.00109337 0.00109327 0.00109176 0.00108610 0.00108607 0.00107376 0.00107369 0.00106392 0.00105139 0.00101523 0.00101478,12.726080880868858,99.89633147175869
V350082740_L03_88-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Omicron'  0.4669980630506604)  ('BA.2* [Omicron (BA.2.X)]'  0.15063508284806673)  ('BA.5* [Omicron (BA.5.X)]'  0.12034833599436123)  ('Other'  0.08680663479176572)  ('Gamma'  0.030030475968712746)  ('Lambda'  0.021793899996238368)  ('Theta'  0.0010251970015904962)],BG.1 BA.5 BA.2.23 B.1.1.529 C.37 P.1.12 BA.4.1 P.1.7 B.1.177 XQ BA.2.9.1 BA.4.1.3 BA.2.9.3 B.1.177.72 BA.2.29 B.1.177.43 B.1.177.17 BG.3 BA.2.21 BA.2.58 BA.2.42 AA.8 BA.2.67 BA.2.68 P.1.16 B.1.187 BA.4.1.5 BA.2.9.5 B.1.177.77 BA.2.50 BA.2.8 N.7 B.58 BA.4.1.1 BA.2.66 W.2 B.1.77 BG.4 BA.3 B.1.177.33 BA.5.6 BA.2.10.1 B.1.177.32 B.1.1.109 B.1.177.10 B.1.603 B.1.1.176 B.1.1.396 B.1.70 B.1.97 B.1.177.87 B.1.1.437 B.1.640.2 B.1.23 B.1.131 B.1.188 BA.2.12.2 B.1.1.224 proposed771 B.1.1.338 BA.4.3 B.1.1.217 U.3 XY B.1.629 N.10 BA.5.2.5 B.1.214 B.1.541 B.1.9.4 P.1.9 B.1.127 BA.5.1_no27438 B.1.620 P.1.7.1 C.37.1 BA.5.1.7 B.1.137 B.1.1.251 BA.2.3.4 B.1.36.27 B.1.1.198 B.1.384 V.2 C.2.1 AM.3 B.1.203 AH.1 BA.2.17 B.1.478 P.3 B.1.544 B.1.524 B.3 AA.4 B.1.563 BA.2.41 B.1.1.507,0.36445072 0.11643704 0.11140260 0.06966172 0.02068031 0.01489563 0.01119339 0.01053755 0.00872690 0.00474061 0.00451892 0.00434955 0.00389213 0.00361367 0.00360600 0.00336337 0.00290698 0.00285041 0.00285021 0.00279720 0.00275284 0.00267451 0.00262092 0.00258760 0.00234467 0.00226607 0.00224352 0.00210385 0.00196371 0.00187970 0.00187239 0.00185354 0.00185151 0.00182382 0.00180881 0.00176335 0.00163206 0.00161732 0.00160977 0.00160600 0.00159474 0.00156904 0.00154639 0.00151607 0.00148654 0.00147682 0.00142728 0.00138932 0.00137363 0.00136768 0.00134572 0.00133690 0.00130397 0.00130195 0.00128164 0.00127803 0.00125764 0.00125467 0.00125403 0.00123824 0.00123533 0.00123431 0.00123361 0.00122190 0.00121856 0.00121669 0.00121433 0.00116840 0.00115562 0.00113969 0.00113765 0.00112921 0.00112867 0.00112275 0.00111497 0.00111359 0.00110223 0.00108763 0.00108477 0.00108149 0.00106545 0.00106496 0.00105446 0.00104998 0.00104679 0.00104505 0.00104043 0.00102804 0.00102669 0.00102599 0.00102520 0.00102302 0.00101803 0.00100806 0.00100792 0.00100775 0.00100705 0.00100025,20.500540947777168,100.0
V350082740_L03_49-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('BA.2* [Omicron (BA.2.X)]'  0.7499057071726525)  ('Other'  0.1876147290473198)  ('Omicron'  0.005542819961794428)],BA.2.9 miscBA1BA2Pre4321 BA.2.31 XAG BA.2.9.1 BA.2.29 BA.2.9.3 BA.2.36 BA.2.9.5 BA.2.52 BA.2.10.1 BA.2.27 BA.2.2.1 BA.2.28 XAA BA.2.61 BA.2.34 XY,0.72516845 0.18761473 0.00534879 0.00342936 0.00251987 0.00223780 0.00199384 0.00183327 0.00182815 0.00153779 0.00148177 0.00147773 0.00116561 0.00115562 0.00110742 0.00109863 0.00105839 0.00100604,17.952904772127848,100.0
V350082740_L01_41-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Lambda'  0.9603152729844935)  ('Other'  0.008142399989655878)],C.37 B.1.478,0.96031527 0.00814240,13.318276741523572,99.88964317961408
V350082740_L02_25-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Gamma'  0.8826634304413047)  ('Other'  0.01721579538380719)],P.1.15 P.1.12 B.1.177.72 B.1.177.20 P.1.14 B.1.478 B.1.177.17 B.1.187 P.1.16 B.1.97 B.1.177.75 P.1.10 B.1.1.420 B.1.177.43,0.85811996 0.01957414 0.00378619 0.00267349 0.00238136 0.00222689 0.00187349 0.00183099 0.00132315 0.00130245 0.00129321 0.00126482 0.00113550 0.00109358,15.687814932692735,99.89298732568639
V350082740_L02_18-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Other'  0.8830128032635025)  ('Lambda'  0.001299612266341794)],C.26 B.1.1.1 N.6 B.1.177 B.1.195 B.1.177.43 B.1.177.17 D.2 B.1.177.72 N.4 C.13 N.7 B.3 AA.8 Z.1 B.58 B.1.585 B.1.177.75 B.1.76 B.1.187 B.1.478 N.9 B.1.1.120 B.1.1.403 B.1.1.4 B.1.177.33 B.1.1.361 B.1.1.217 B.1.23 N.1 B.1.1.98 B.1.177.77 B.1.97 B.1.524 B.1.69 C.37 B.1.1.201 B.1.1.437 B.1.629 B.1.177.25 B.1.1.138 B.1.177.32 B.1.393 B.1.177.67 V.2 B.1.70 B.1.444 B.1.346 C.30 B.1.203 C.2.1 AA.5 B.1.1.224 B.1.177.10 B.1.126 B.1.127 B.1.1.339 B.1.181 B.1.1.524 B.1.1.175 AD.2 B.1.1.147 B.1.1.338 B.1.544 B.1.1.170 B.1.552 B.1.1.190 B.1.415.1 B.1.1.251,0.51954846 0.22049840 0.03366030 0.01357562 0.00366876 0.00345592 0.00344382 0.00321719 0.00306748 0.00267380 0.00235674 0.00200000 0.00186081 0.00177906 0.00172340 0.00171191 0.00163354 0.00159823 0.00159642 0.00159286 0.00159236 0.00158378 0.00153610 0.00150053 0.00148803 0.00148104 0.00142621 0.00140989 0.00139233 0.00138387 0.00135931 0.00135890 0.00135364 0.00131702 0.00130719 0.00129961 0.00129483 0.00125799 0.00125235 0.00124948 0.00124883 0.00123406 0.00122134 0.00121630 0.00120708 0.00118483 0.00116952 0.00116050 0.00112158 0.00111638 0.00111421 0.00111123 0.00110583 0.00110321 0.00107296 0.00106129 0.00105838 0.00105485 0.00103896 0.00103306 0.00103256 0.00102655 0.00102634 0.00102519 0.00101937 0.00101589 0.00101523 0.00100536 0.00100435,12.06310371614056,99.89633147175869
V350082740_L01_97-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Other'  0.5172243999721333)  ('Lambda'  0.217390999999838)  ('BA.2* [Omicron (BA.2.X)]'  0.10882349999253924)  ('BA.5* [Omicron (BA.5.X)]'  0.09057999999438326)  ('Omicron'  0.049999999997977905)  ('Delta'  0.015384600000394467)],C.37 B.1.105 C.26 BA.5 B.1.274 C.14 BA.2.9 BA.2.58 B.1.552 XZ N.6 B.45 B.1.177.51 B.1.617.2 B.1 B.1.81 BA.5.1 B.1.137 B.1.69 B.1.384 B.1.1.296,0.21739100 0.11111100 0.10000000 0.08846472 0.08333330 0.05882350 0.05882350 0.05000000 0.05000000 0.05000000 0.04545450 0.02631580 0.02173910 0.01538460 0.00760651 0.00760651 0.00211528 0.00158311 0.00156658 0.00104822 0.00103627,11.033481127508617,45.87499581981741
V350082740_L02_63-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('BA.2* [Omicron (BA.2.X)]'  0.9401337508605313)  ('Omicron'  0.004343349707272208)],BA.2.56 BA.2 BA.2.23 BA.2.68 BA.2.62 BA.2.31 BA.2.57 BA.2.11 BA.2.52 B.1.1.529 BA.2.9.1 BA.2.34 BA.2.59 BA.2.2.1 BA.2.13.1 BA.2.61 BA.2.9.5 BA.2.7 BA.2.21 BA.2.29 BA.2.27 BA.2.32 BA.2.41 BA.2.18 BA.2.66 XY BA.2.71 BA.2.8 XAK BA.2.40 BA.2.10 BA.2.60 BA.2.72 BA.2.25.1 BA.2.25,0.46645013 0.25273796 0.16082128 0.01490800 0.00331126 0.00285074 0.00264026 0.00230075 0.00217904 0.00200238 0.00175841 0.00175763 0.00170078 0.00169979 0.00168783 0.00168696 0.00160957 0.00155521 0.00155521 0.00154783 0.00148221 0.00140359 0.00137363 0.00125747 0.00124520 0.00123628 0.00121525 0.00116898 0.00110469 0.00106724 0.00106410 0.00104830 0.00103555 0.00101010 0.00100349,16.970385465610928,99.89298732568639
V350082740_L04_01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Other'  0.9255652777809148)],N.4 B.1.177 B.1.478 B.1.177.72 B.1.201 B.1.187 B.1.274 B.1.13 B.1.195 B.1.76 B.1.177.2 B.1.177.75 B.1.177.33 AA.8 B.1.177.23,0.85722703 0.03641511 0.01005260 0.00510051 0.00300505 0.00207066 0.00174165 0.00148706 0.00140559 0.00139587 0.00118596 0.00116792 0.00116577 0.00108853 0.00105597,10.064206454348929,99.89298732568639
V350082740_L02_13-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Other'  0.920795574769218)],N.4 B.1.177 B.1.478 B.1.177.72 B.1.177.17 B.1.177.2 B.1.187 B.1.177.43 B.1.70 B.1.177.77 B.1.177.75,0.87063505 0.02814357 0.00678283 0.00442233 0.00202858 0.00198784 0.00195928 0.00153697 0.00112771 0.00112631 0.00104511,9.597668284781518,99.89633147175869
V350082740_L02_42-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Lambda'  0.9710921602042447)],C.37,0.97109216,13.667861344999054,99.9464936628432
V350082740_L01_49-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('BA.2* [Omicron (BA.2.X)]'  0.7613296236100954)  ('Other'  0.18307840915826504)  ('Omicron'  0.006810202939172051)],BA.2.9 miscBA1BA2Pre4321 XAG BA.2.9.1 BA.2.9.3 BA.2.9.5 BA.2.52 BA.2.29 BA.2.28 XY BA.2.32 XV BA.2.8 BA.2.2.1 BA.2.33 XAA BA.2.22 BA.2.53 BA.2.44 BA.2.10.3,0.74127262 0.18307841 0.00310318 0.00219881 0.00204918 0.00200172 0.00198413 0.00137151 0.00136830 0.00136333 0.00129522 0.00120972 0.00119022 0.00118262 0.00116857 0.00113397 0.00110709 0.00107875 0.00103377 0.00102711,17.82508495581913,99.89633147175869
V350082740_L02_81-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('BA.2* [Omicron (BA.2.X)]'  0.9315745783436061)  ('Omicron'  0.008947516472703953)  ('Other'  0.001471902871557854)],BA.2.57 BA.2.23 BA.2.68 B.1.1.529 BA.2.31 XQ BA.2.67 BA.2.9.1 BA.2.29 BA.2.55 proposed467 BA.2.63 BA.2.21 BA.2.66 BA.2.32 BA.2.2.1 BA.2.61 BA.2.2 XR,0.70367854 0.19276180 0.01458650 0.00506960 0.00344206 0.00287470 0.00273195 0.00260615 0.00160272 0.00153965 0.00147190 0.00136933 0.00133935 0.00130867 0.00127243 0.00124358 0.00106574 0.00102611 0.00100322,18.364495636197653,99.89298732568639
V350082740_L03_58-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('BA.2* [Omicron (BA.2.X)]'  0.7318637633080258)  ('Other'  0.21159297700913246)  ('Omicron'  0.004012889954942915)],BA.2.9 miscBA1BA2Pre4321 XAG BA.2.9.1 BA.2.52 BA.2.9.5 BA.2.9.3 BA.2.2.1 BA.2.25.1 BA.2.44 XY BA.2.34 BA.2.13.1 BA.2.8 BA.2.51,0.71635035 0.21159298 0.00291301 0.00257656 0.00200819 0.00191272 0.00127845 0.00121723 0.00119020 0.00115666 0.00109988 0.00106655 0.00105680 0.00103213 0.00101793,17.805927163831363,100.0
V350082740_L02_40-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Gamma'  0.9036290772354345)  ('Other'  0.023029179094562147)],P.1.1 P.1 P.1.12 B.1.478 P.1.14 B.1.187 P.1.13 B.1.177.17 B.1.1.109 P.1.11 P.1.15 N.7 B.1.384 B.1.69 B.1.177.23 V.2 B.1.595.4,0.70748965 0.16868227 0.01821414 0.01022260 0.00440230 0.00285949 0.00237204 0.00182983 0.00152014 0.00129997 0.00116870 0.00116048 0.00115207 0.00110375 0.00109051 0.00107250 0.00101781,16.58001874310415,99.86623415710798
V350082740_L01_39-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Lambda'  0.9768428409865594)],C.37,0.97684284,16.463887452323426,99.88964317961408
